id,additional_information,source_comments
122944,"CASE PENDING 

The Herald; 2024-06-20
Two men from Mabvuku suburb in Harare, who were found in possession of raw ivory weighing about 20kg with an estimated value of US$3 281, have been arraigned before the courts. Bernard Chiumbe (50) and Vincent Chiumbe (25) appeared before Harare magistrate Ms Caroline Matanga yesterday charged with unlwaful possession of raw ivory. They were advised to apply for bail at the High Court and to return to court on July 8. Prosecuting, Mr Rufaro Chonzi alleged that on June 17 at around 3:52pm, detectives received information that the accused persons were in possession of ivory in Mabvuku and were looking for buyers. Acting on the information, one of the police officers managed to get Bernard's contact numbers and phoned him posing as a potential buyer. He agreed to meet the purported buyer at Old Tafara Shopping Centre. The court heard the detectives teamed up with other officers and proceeded to the meeting place in two vehicles. Upon arrival, the detective who pretended to be a buyer went to the vehicle where he spoke to Bernard and they agreed to complete the transaction at Sunbird Tarven Bar, which is a distance away from the shops. Bernard went to Sunbird Tarven Bar on foot and agreed to meet with the buyer after 15 minutes when the truck carrying the ivory would be at the same place. The detective was shown the ivory which was placed at the front passenger's seat and Vincent opened the white sack to reveal two elephant tusks. The detective coded others who came to arrest the duo. However, after noticing that the purported buyers are police officers, Bernard sped off with the ivory in the truck and the detectives gave chase. He was subdued at Chemhanza Ground which is about 800 metres away from the Sunbird Tarven Bar and detectives returned to arrest Vincent, who was still around the Bar area. The accused persons were asked to produce documentation authorising them to possess the ivory, but they failed, leading to their arrest. The Parks and Wildlife officials assayed and examined the recovered ivory which weighed 19,30 kilogrammes and was valued at US$3 281.
https://www.herald.co.zw/pair-in-court-for-ivory-possession/

News Day; 2024-06-19
TWO Harare men  found themselves in the dock Wednesday after being found in possession of raw ivory without a valid permit.

Magistrate Caroline Matanga advised the duo of Bernard Chiumbe (50) and Vincent Chiumbe (25) to approach the High Court for bail.

Prosecutor Rufaro Chonzi alleged that on  June 17, 2024, detectives received information that the duo was in Mabvuku looking for ivory buyers.

Acting on the information, one Detective Murahwa contacted the accused persons purporting to be a buyer.

The parties allegedly agreed to meet in a a bar at Old Tafara shopping centre to complete their transaction.

As Murahwa called the back-up team to close in, the older Chiumbe picked the signal. He immediately rushed to his truck and sped off , with the police in hot pursuit.

He was cornered and arrested at Chemhanza ground. His alleged accomplice was also arrested.

The recovered ivory weighed 19,30 kilogrammes.

https://www.newsday.co.zw/theindependent/local-news/article/200028506/raw-ivory-lands-duo-in-dock
","The Herald; 2024-06-20; possession of 2 tusks weighing 19.3 kg and worth US$3,281; two arrests in Mabvuku
https://www.herald.co.zw/pair-in-court-for-ivory-possession/

News Day; 2024-06-19; 2 found in possession of raw ivory without a valid permit weighed 19,30 kilogrammes,  Mabvuku
https://www.newsday.co.zw/theindependent/local-news/article/200028506/raw-ivory-lands-duo-in-dock
"
121955,"The Star; 2024-01-16
A police officer and a civilian were arrested while trying to sell 645 kilos of elephant tusks in the Eastleigh area, Nairobi. The tusks would fetch about Sh60 million in the black market. The police constable and a civilian had been arrested in Nairobi West and Eastleigh with the cargo on Sunday. They had tried to sell the trophies to Kenya Wildlife Service officials who had posed as potential buyers. Police said they have joined the probe to establish the source of the trophies.
https://www.the-star.co.ke/news/realtime/2024-01-16-policeman-among-two-arrested-with-elephant-tusks-in-nairobi/

SEEJ Africa; 2024-01-29
On January 12th, 2024, at Nairobi West and Eastleigh areas of Nairobi county, two men were arrested with ivory. Benedict Charles Mwenda, a serving police officer with the Directorate of Criminal Investigations and Mohammed and Hussein Musa were found dealing in six  pieces of elephant ivory weighing 64.5 kgs without permit. They were arraigned in Kahawa law court where they both pleaded not guilty. 
https://www.seej-africa.org/2024/01/29/e009-24-kahawa-r-vs-benedict-charles-mwenda-and-mohamed-hussein-musa-64-5-kg-ivory/","The Star; 2024-01-16; seizure of 645 kg of tusks worth about Sh60 million; two arrests in Nairobi
https://www.the-star.co.ke/news/realtime/2024-01-16-policeman-among-two-arrested-with-elephant-tusks-in-nairobi/

SEEJ Africa; 2024-01-29; six  pieces of elephant ivory weighing 64.5 kg;  two men accused; Nairobi West and Eastleigh areas of Nairobi county
https://www.seej-africa.org/2024/01/29/e009-24-kahawa-r-vs-benedict-charles-mwenda-and-mohamed-hussein-musa-64-5-kg-ivory/"
122821,"The Star; Kahawa Tungu; 2024-07-22
Two suspected poachers were at the weekend arrested while in possession of six pieces of elephant tusks in Tigania East, Meru county. They had wrapped the tusks weighing 18.5 kilos in four sacks when police and Kenya Wildlife Service officials intercepted them. Police said the two were nabbed at Muriamburi Junction Mulika area on July 18, as they transported the same to a potential buyer aboard a motorcycle. The suspects will be charged with being in possession of wildlife trophies of endangered species, contrary to Section 92(4) of the Wildlife Conservation Management Act 2013. Officials said the seizure shows up to three elephants had been killed and there is a likelihood the incidents happened in the nearby parks.
https://www.the-star.co.ke/news/2024-07-22-two-arrested-with-sh19-million-elephant-tusks-in-tigania
https://kahawatungu.com/two-arrested-with-six-pieces-of-elephant-tusks-in-meru-two-others-acquitted-ivory-trade/

Odri Media; 2024-07-22
Two individuals were arrested over the weekend in Tigania East, Meru County, while in possession of elephant tusks worth Sh1.9 million. The suspects were intercepted by police and Kenya Wildlife Service (KWS) officials at Muriamburi Junction Mulika area on July 18. They were transporting the six pieces of tusks, weighing a total of 18.5 kilograms, to a potential buyer on a motorcycle. This arrest underscores the persistent challenge of wildlife poaching in Kenya, despite stringent laws and penalties.

The suspects are set to face charges under Section 92(4) of the Wildlife Conservation Management Act 2013, which prohibits possession of wildlife trophies of endangered species. The officials revealed that the seized tusks indicated the killing of up to three elephants, likely from nearby parks. This incident is a stark reminder that poaching continues unabated, driven by the lucrative black market for ivory.
https://www.odrimedia.co.ke/arrests-in-tigania-highlight-ongoing-battle-against-elephant-poaching/","The Star; 2024-07-22; possession of 6 pieces of tusks weighing 18.5 kg and worth Sh1.9 million; two arrests in Tigania
https://www.the-star.co.ke/news/2024-07-22-two-arrested-with-sh19-million-elephant-tusks-in-tigania

Kahawa Tungu; 2024-07-22; same info as above (text is identical)
https://kahawatungu.com/two-arrested-with-six-pieces-of-elephant-tusks-in-meru-two-others-acquitted-ivory-trade/

Odri Media; 2024-07-22; arrests in Tigania, elephant tusks worth Sh1.9 million;  six pieces of tusks, weighing a total of 18.5 kilograms
https://www.odrimedia.co.ke/arrests-in-tigania-highlight-ongoing-battle-against-elephant-poaching/"
122009,"The Standard; 2024-06-16
Police in Kitengela, Kajiado county have arrested three police officers and one civilian who were allegedly found in possession of elephant tusks worth Sh2.5 million. In a dramatic chase, the suspects were cornered in Kitengela town a few meters from the police station along the Nairobi-Namanga road. Isinya Police boss Patric Manyasi confirmed the arrest adding that the suspects were on the Kenya Wildlife Services officers' radar who aided their arrest. The suspects were trailed from Eldoret to Nairobi, and later to Kitengela where the arrest took place. Two pistols and 30 bullets were also recovered.
https://www.standardmedia.co.ke/counties/article/2001497280/three-police-officers-arrested-with-elephant-tusks-worth-sh25-million","The Standard; 2024-06-16; possession of 5 pieces of raw ivory; four arrests in Kitengela
https://www.standardmedia.co.ke/counties/article/2001497280/three-police-officers-arrested-with-elephant-tusks-worth-sh25-million"
122016,"The Star; 2024-06-16
Three police officers and a civilian were on Saturday arrested in Kitangela, Kajiado after they were reportedly found in possession of five elephant tusks, two pistols and 30 bullets. The five tusks are said to weigh 29 kilograms, all worth Sh2.9 million. Kingela police boss Patrick Manyasi confirmed the incident.  Manyasi said the suspects were on the Kenya Wildlife Services officers' radar who aided their arrest. The suspects were trailed from Eldoret to Nairobi, and later to Kitengela where the arrest took place. The four were arrested by officers attached to Kenya Wildlife Service (KWS) at a roadblock in Kitengela, officials said. The suspects are said to have drawn their pistols during their arrest but were subdued. One of them is a police constable attached to Judiciary Milimani as a driver, and another is attached to a senior politician from Eldoret. The suspects were taken to Kitengela Police Station before being transferred to KSW holding in Lang'ata, Nairobi, police said. Police said the suspect will be charged with the offence of being in Possession of Wildlife Trophies of Endangered Species Contrary to Section 92(4) of the Wildlife Conservation Management Act 2013. Officials said the seizure shows up to two elephants had been killed and there is a likelihood the incidents happened in the nearby parks.
https://www.the-star.co.ke/news/2024-06-16-3-police-officers-arrested-with-sh29m-elephant-tusks/

TV47 Digital; 2024-06-16
Three police officers were arrested in Kitengela, Kajiado County on Saturday June 16, 2024 after they were found in possession of elephant tusks worth Ksh2.9 million. During the incident on Saturday, two pistols with 30 bullets and five tusks weighing 29 kgs were recovered from the police officers. Confirming the incident, Kingela police boss Patrick Manyasi said the suspects were arrested during a security operation in Kitengela. This was after the Kenya Wildlife Services (KWS) officers raised concerns over smuggling of wildlife products in the country. The suspects were trailed from Eldoret to Nairobi, and later to Kitengela where they were arrested. A civilian was also arrested alongside the three police officers by officers attached to Kenya Wildlife Service (KWS) at a roadblock in Kitengela. Police reported that the suspects drew their pistols in an attempt to defend themselves but were subdued. One of the suspects is a police constable attached to the Judiciary, at Milimani Law Courts as a driver, and another is a bodyguard of a senior politician from Eldoret.According to the police, the suspects were taken to Kitengela Police Station before they were transferred to KSW holding in Langâ€™ata, Nairobi. KSW officials have confirmed that the suspect will be charged with being in Possession of wildlife trophies of endangered species contrary to section 92(4) of the Wildlife Conservation Management Act 2013. In addition, KWS officials noted that the suspects may have obtained the tusks after killing about three elephants in the nearby national parks.
https://www.tv47.digital/3-police-officers-arrested-with-prohibited-goods-worth-ksh2-9m-in-kajiado-60258/

Kahawa Tungu; 2024-06-17
A bodyguard attached to Kapseret Member of Parliament Oscar Sudi is among three police officers arrested in Kitengela, Kajiado after they were reportedly found in possession of five elephant tusks. Also arrested was a security official attached to Presidential Escort Unit (PEU). PEU guards president William Ruto and his family. The third officer is attached to Milimani Law Courts. The three were arrested alongside a civilian on Saturday while carrying five elephant tusks weighing 29 kilograms worth Sh2.9 million. They also had two pistols and 30 bullets at the time of the arrest on June 15. Kitengela police boss Patrick Manyasi confirmed the incident. Manyasi said the suspects were on the Kenya Wildlife Services officersâ€™ radar who aided their arrest. The suspects were trailed from Eldoret to Nairobi, and later to Kitengela where the arrest took place. The four were arrested by officers attached to KWS at a roadblock in Kitengela, officials said. The suspects are said to have drawn their pistols during their arrest but were subdued. The suspects were taken to Kitengela Police Station before being transferred to KSW holding in Langâ€™ata, Nairobi, police said. Police said the suspect will be charged with the offence of being in Possession of Wildlife Trophies of Endangered Species Contrary to Section 92(4) of the Wildlife Conservation Management Act 2013. Officials said the seizure shows some elephants had been killed and there is a likelihood the incidents happened in the nearby parks. The arrests and seizure shocked many in the service who suspect the officers had been involved in the crime in the past. The suspects may take longer in custody if they are not charged over ongoing go slow by judicial officers over the shooting of a magistrate in Makadara Law Courts.
https://kahawatungu.com/ruto-security-sudi-bodyguard-among-three-arrested-with-elephant-tusks-in-kitengela/

The Standard; 2024-06-16
Police in Kitengela, Kajiado county have arrested three police officers and one civilian who were allegedly found in possession of elephant tusks worth Sh2.5 million. In a dramatic chase, the suspects were cornered in Kitengela town a few meters from the police station along the Nairobi-Namanga road. Isinya Police boss Patric Manyasi confirmed the arrest adding that the suspects were on the Kenya Wildlife Services officers' radar who aided their arrest. The suspects were trailed from Eldoret to Nairobi, and later to Kitengela where the arrest took place. Two pistols and 30 bullets were also recovered.
https://www.standardmedia.co.ke/counties/article/2001497280/three-police-officers-arrested-with-elephant-tusks-worth-sh25-million

","The Star; 2024-06-16; possession of 5 tusks weighing 29 kg and worth Sh2.9 million; four arrests in Kitengela
https://www.the-star.co.ke/news/2024-06-16-3-police-officers-arrested-with-sh29m-elephant-tusks/

TV47 Digital; 2024-06-16; same info as above
https://www.tv47.digital/3-police-officers-arrested-with-prohibited-goods-worth-ksh2-9m-in-kajiado-60258/

Kahawa Tungu; 2024-06-17; same info as above
https://kahawatungu.com/ruto-security-sudi-bodyguard-among-three-arrested-with-elephant-tusks-in-kitengela/

The Standard; 2024-06-16; possession of 5 pieces of raw ivory; four arrests in Kitengela
https://www.standardmedia.co.ke/counties/article/2001497280/three-police-officers-arrested-with-elephant-tusks-worth-sh25-million
"
121975,"The Chronicle; 2024-03-15
A man was sentenced to nine years in prison for possessing ivory and pangolin scales, contravening the Parks and Wildlife Act. The man from Chief Nematombo area in Hurungwe, Tinotenda Muringayi (29) and his accomplice Doesmatter Chidhakwa (26), were arraigned before the Karoi Magistrates' Court facing two counts of contravening the Parks and Wildlife Act, the National Prosecuting Authority of Zimbabwe (NPAZ) said. ""On the 17th of November 2023, Police received information to the effect that the accused persons were in possession of ivory and pangolin scales. Police teamed up with the informant and proceeded to Magunje Growth Point where the accused persons were located. ""When the Police officers identified themselves, the second accused person (Chidhakwa) attempted to flee but was immediately arrested. Upon searching the first accused person's (Muringayi) satchel, Police officers recovered two elephant tusks and 5 pangolin scales,"" said NPAZ. Muringayi was sentenced to nine years imprisonment for each count and the sentences will run concurrently. Chidhakwa was acquitted for lack of evidence.
https://www.chronicle.co.zw/nine-years-in-jail-for-possession-of-ivory-pangolin-scales/

Zimbabwe Republic Police on Twitter; 2023-11-23; 
On 17/11/23, detectives from CID Flora and Fauna acted on received information and arrested Tinotenda Muringayi (29) and Doesmatter Chidhakwa (26) for possession of two Elephant tusks and five Pangolin scales at Magunje Growth Point.  The suspects were looking for potential buyers at the time of their arrest..
https://twitter.com/PoliceZimbabwe/status/1725807466795942056","The Chronicle; 2024-03-15; possession of 2 tusks; two arrests in Magunje Growth Point
https://www.chronicle.co.zw/nine-years-in-jail-for-possession-of-ivory-pangolin-scales/


Zimbabwe Republic Police on Twitter; 2023-11-23; two suspects arrested;  possession of Elephant tusks and five Pangolin scales;  Magunje Growth Point
https://twitter.com/PoliceZimbabwe/status/1725807466795942056"
122002,"New Zimbabwe; 2024-05-25
A Karoi man has landed himself in soup after he was busted while in possession of raw ivory without a valid permit. Accused person was identified as 31-year-old Emmanuel Bikausaru of Bikaurasu village. Suspect could not produce a valid permit allowing him to be in possession of the elephant tusks, leading to his arrest. Zimbabwe Republic Police (ZRP) national spokesperson, Assistant Commissioner Paul Nyathi confirmed the incident. â€œPolice in Karoi acted on received information and arrested Emmanuel Bikausaru (31) in connection with a case of possession of raw ivory without a permit in Bikausaru Village, Karoi. â€œOfficers purported as potential buyers of ivory and located the suspect at his homestead. The suspect took two ivory tusks from his house and handed them over to the police leading to his arrest,â€ said police. Bikausaru is expected to appear in court facing charges of violating the Parks and Wildlife Act.
https://www.newzimbabwe.com/man-found-in-possession-of-ivory-arrested/","New Zimbabwe; 2024-05-25; possession of 2 tusks; one arrest in Karoi
https://www.newzimbabwe.com/man-found-in-possession-of-ivory-arrested/"
122021,"Khabarhub; 2024-06-22
The district police of Birgunj arrested three individuals in possession of elephant tusks. The suspects were apprehended in Gorakhpur Tole of Thori Rural Municipality with two tusks, each weighing 21 kg, on Friday. The investigation, coordinated with the District Division Office, led to the arrest of Kuisang Lama from Bijaybasti of Thori Rural Municipality-4, Prem Sharma from Birgunj Metropolis-1, and Amiri Lal Mahato from Birgunj Metropolis-21. The tusks were found buried in a field belonging to Chandra Pariyar of Thori Rural Municipality-4. The suspects were caught while planning to sell the tusks.
https://english.khabarhub.com/2024/22/362108/

Pardafas;2024-06-22
The district police of Birgunj apprehended three individuals in possession of elephant tusks on Friday. The suspects were caught red-handed in Gorakhpur Tole of Thori Rural Municipality, where they were found with two tusks, each weighing a substantial 21 kilograms.

The operation, conducted in coordination with the District Division Office, led to the arrest of Kuisang Lama from Bijaybasti of Thori Rural Municipality-4, Prem Sharma from Birgunj Metropolis-1, and Amiri Lal Mahato from Birgunj Metropolis-21. The tusks, discovered buried in a field belonging to Chandra Pariyar of Thori Rural Municipality-4, were intended for illegal sale.

â€œWe received a tip-off and acted swiftly to prevent this illegal trade,â€ stated Inspector Rajesh Thapa, leading the investigation. The suspects were intercepted just as they were making arrangements to sell the tusks, underscoring a concerted effort by local authorities to combat wildlife crime.

The arrested individuals are currently under investigation, with charges pending under Nepalâ€™s stringent wildlife protection laws. The seized tusks, evidence of a threatened species, will be crucial in furthering efforts to protect Nepalâ€™s wildlife heritage.
https://english.pardafas.com/elephant-tusks-seized-in-birgunj-three-arrested/","Khabarhub; 2024-06-22; attempt to sell 2 tusks weighing a total of 42 kg; three arrests in Gorakhpur Tole
https://english.khabarhub.com/2024/22/362108/

Pardafas;2024-06-22; two tusks, each weighing a substantial 21 kilograms seized in Birgunj, three arrested
https://english.pardafas.com/elephant-tusks-seized-in-birgunj-three-arrested/"
121956,"The Chronicle; 2024-01-22
Police in Bulawayo have arrested three Lupane men for possessing ivory worth US$4,480 after a tip-off from members of the public. Jabulani Dube (41) of Lobengula Suburb, Dedani Sibanda (33) years of Masungamala Village, Lupane and Dumisani Tshuma (30) of Shambula Village were arrested near Umguza tollgate where they were supposed to meet a buyer. Bulawayo provincial police spokeperson Inspector Abednico Ncube confirmed the incident saying the ivory weighed 64 kilogrammes and was valued at US$4,480. ""On January 19 at around 7 PM, detectives from CID Vehicle Theft Squad, Bulawayo received information to the effect that the accused persons were in possession of elephant tusks at Lupane and wanted to transport them to Bulawayo where they intended to sell them. The following day around 5 AM, the detectives reacted to the information and proceeded to Umguza tollgate where the accused persons were supposed to meet the intended buyer,"" said Insp Ncube. ""They spotted the accused persons disembarking from a truck carrying two sacks which were concealing the ivory. The truck was coming from Hwange en route to Bulawayo. The detectives then approached the accused persons who were now standing by the side of the road and introduced themselves"". He said the police detectives then requested to search the accused persons and their two 50 kilogrammes sacks. ""They then recovered 5 pieces of unmarked raw ivory in one of the sacks and seven pieces of unmarked ivory in the other sack. The accused persons were asked to produce a licence or a permit authorising them to be in possession of the raw unmarked ivory and they failed to produce it. We would like to appreciate members of the public for the faith they have in their police service and for supplying this vital information that led to the arrest of the accused persons.""
https://www.chronicle.co.zw/three-arrested-for-illegal-possession-of-ivory/

Newsday; 2024-01-2024
Same text as above
https://www.newsday.co.zw/theindependent/local-news/article/200022283/trio-nabbed-for-ivory-possession","The Chronicle; 2024-01-22; attempt to sell 12 pieces of raw ivory weighing 64 kg; three arrests in Bulawayo
https://www.chronicle.co.zw/three-arrested-for-illegal-possession-of-ivory/

Newsday; 2024-01-2024
Same as above
https://www.newsday.co.zw/theindependent/local-news/article/200022283/trio-nabbed-for-ivory-possession"
121986,"Pindula; 2024-03-19
In a recent incident in Katombora, Middle Zambezi Valley, two suspected poachers met a fatal end after engaging in a firefight with Zimbabwe Parks and Wildlife (Zimparks) rangers. The confrontation resulted in the deaths of the poachers, while three others were apprehended. The rangers acted swiftly to protect wildlife and recovered 15 elephant tusks, along with a rifle and ammunition. Zimparks spokesperson Tinashe Farawo confirmed the incident posting on X: 2 suspected poachers were gunned down in Katombora (Mid Zambezi) after an exchange of fire with @Zimparks rangers while 3 were arrested. 15 tusks, 375 rifle, 5 rounds of ammunition were recovered. Investigations are in progress.
https://www.pindula.co.zw/2024/03/19/two-poachers-gunned-down-three-arrested-in-mid-zambezi/

The Herald; 2024-03-19
At least two suspected poachers have been shot dead and a 375 rifle recovered after a stand-off with Zimparks rangers in the Katombora area of the Mid - Zambezi Valley. ZimParks rangers also arrested three of the poachers and recovered 15 elephant tusks and five rounds of ammunition. The incident has since been confirmed by ZimParks who said investigations are still in progress. ""Two suspected poachers were gunned down in Katombora (Mid Zambezi) after an exchange of fire with @Zimparks rangers while 3 were arrested. 15 tusks, 375 rifle, 5 rounds of ammunition were recovered. Investigations are in progress,"" said ZimParks on their social media platform X, formerly Twitter.
https://www.herald.co.zw/poachers-gunned-down-15-tusks-guns-recovered/

The Zimbabwean; 2024-03-20
Busted â€¦ two poachers were arrested after an exchange of gunfire with rangers in an incident that saw their colleagues shot dead on Tuesday
HARARE â€“ Two suspected poachers were shot and killed in a shootout with parks rangers in Katombola, near the Kazungula Border Post in Matabeleland North province on Tuesday. Zimbabwe Parks and Wildlife Management Authority (Zimparks) spokesperson, Tinashe Farawo confirmed the incident, adding that three suspects were also arrested. â€œWe can confirm that there was an unfortunate incident in Katombola North Matabeleland province where two suspected poachers were gunned down after the exchange of gunfire with our rangers who were on patrol. â€œWe have managed to arrest three suspects and one suspect managed to escape. â€œWe have recovered about 15 tusks of elephants. â€œWe have also recovered a point 375 rifle and five rounds of ammunition. â€œInvestigations are currently in progress, we are saying no to poaching and if you are found within protected areas with a rifle, you will be arrested,â€ Farawo said.
https://www.thezimbabwean.co/2024/03/two-suspected-poachers-shot-dead-by-rangers/

NewsDay; 2024-03-23
Three Zambian nationals who were on Tuesday arrested for poaching in Katombola, near the Kazungula border post, were yesterday jailed for nine years each by a Zimbabwean court. Liston Muchelo (22), Alex Kakoma (22) and Martin Silitshebo (36) fired two shots at game rangers leading to a gunfire exchange which eventually resulted in the death of two accomplices. The trio were also found guilty of illegally entering the country and possessing ivory. Upon their arrest, the trio were found in possession of 15 elephant tusks weighing 128,82kgs, firearms and six live rounds of ammunition. It was also revealed that on March 19, the group of poachers entered Zimbabwe from Botswana through an illegal bush entry point near the Kazungula border post. The poachers are said to have intended to cross to Zambia, but while in Zimbabwe the accused persons proceeded to the Magumbeze area where they were arrested. Addressing graduates at Matusadona National Park in Kariba recently, Zimbabwe Parks and Wildlife Management Authority (ZimParks) director-general Fulton Mangwanya said poaching is a major concern and that there is need for more efforts to curb the vice.
https://www.newsday.co.zw/thestandard/amp/local-news/article/200024699/3-zambian-poachers-jailed-9-years","Pindula; 2024-03-19; possession of 15 tusks; three arrests in Katombora
https://www.pindula.co.zw/2024/03/19/two-poachers-gunned-down-three-arrested-in-mid-zambezi/

The Herald; 2024-03-19; same info as above
https://www.herald.co.zw/poachers-gunned-down-15-tusks-guns-recovered/

The Zimbabwean; 2024-03-20; confirmed date of seizure
https://www.thezimbabwean.co/2024/03/two-suspected-poachers-shot-dead-by-rangers/

NewsDay; 2024-03-23; seized tusks weighed 128.82 kg; offenders came from Botswana and intended to cross to Zambia; offenders were of Zambian nationality
https://www.newsday.co.zw/thestandard/amp/local-news/article/200024699/3-zambian-poachers-jailed-9-years"
121973,"The Chronicle; 2024-03-12
The Magistrates Court in Chiredzi has denied bail for a Hippo Valley couple found with an elephant tusk valued at US$50,000. In a statement on X, the National Prosecuting Authority of Zimbabwe said, ""The Police received a tip-off on 13 February 2024 to the effect that Innocent Chiwanza (28) had unlawfully hunted and killed a buffalo in the area surrounding Hippo Valley."" The Police teamed up with details from ZimParks and Game Scouts from Malilangwe Conservancy and went to the accused person's residence to investigate. ""They searched their home they found an assortment of hunting equipment including two homemade spears, a homemade hunting knife, torches, a bow and four arrows as well as an elephant tusk wrapped in white church garments"", said the NPAZ. The NPAZ said, ""Innocent Chiwanza and Angeline Sithole were remanded to the 13th March for trial. Bail was denied and they are currently in custody.""
https://www.chronicle.co.zw/couple-found-with-elephant-tusk-valued-us50-000/

Masvingo Mirror; 2024-04-09
A Chiredzi couple allegedly killed an elephant and plucked its tusks which Parks ranchers found during a search at their home.

Innocent Chiwanza (28) and his wife Angeline Sithole (22) of Farm 25 Hippo Valley appeared before Magistrate Diana Masiiwa on Wednesday facing charges of unlawful possession of raw Ivory and were remanded in custody to April 12, 2024.

Prosecutor Moreblessing Rusere said Chiwanza and Sithole killed an elephant for its tusks. Three game rangers from Malilangwe conducted a search at the coupleâ€™s house at midnight on March 6 2024.

The ranchers discovered an elephant tusk wrapped in a plastic bag in Chiwanzaâ€™s house.

The couple denied that it was a tusk but said the wife got it from her church at an Apostolic shrine for protection.

The rangers also found two spears, arrows and a knife under the coupleâ€™s bed.

The ivory was confirmed by ecologists.
https://masvingomirror.com/chiredzi-couple-kills-elephant-for-its-tusks/","The Chronicle; 2024-03-12; possession of 1 tusk worth US$50,000; two arrests in Zimbabwe
https://www.chronicle.co.zw/couple-found-with-elephant-tusk-valued-us50-000/

Masvingo Mirror; 2024-04-09; couple charged with unlawful possession of raw Ivory
https://masvingomirror.com/chiredzi-couple-kills-elephant-for-its-tusks/"
