title,link,published,summary,label
Haiquan Online,https://haiquanonline.com.vn/ban-san-pham-nga-voi-4-doanh-nghiep-bi-phat-15-ty-dong-176292.html,2023-07-13,"According to information from Kien Giang Market Management Department, the Chairman of Kien Giang Provincial People's Committee has just issued a decision to sanction 4 enterprises with a total amount of VND 1.5 billion, and confiscate all forest products (ivory) without legal documents with a total value of over VND 86 million. In addition, Kien Giang Provincial People's Committee authorized Kien Giang Market Management Agency to make a record of confiscation of administratively violated exhibits that are endangered, precious and rare animal products.Previously, on May 11 and 12, 2023, Market Management Team No. 1 coordinated with the Environment Police Department and Kien Giang Police to unexpectedly inspect 4 handicraft jewelry businesses in Vinh Thuan district and Phu Quoc city, Kien Giang province. Through inspection, it was discovered that enterprises are trading handicraft products made from ivory, so a record of detention and sealing of all goods including: 32 plain round bracelets, 20 wristbands and 6 buddha-shaped pendants. Through the process of verifying, working and identifying violations, Market Management Team No. 1 has made a record of administrative violations against the above 4 enterprises due to violations of ""Forest product purchase and sale without legal records"". Through the above-mentioned case, Kien Giang Market Management Agency recommends that enterprises trading handicraft and handicraft products must regularly learn and master legal knowledge for goods being traded at their enterprises, not to store and trade items without legal records, especially products made from endangered and rare animals. In case the enterprise is detected, it will be administratively handled very severely or examined for criminal liability. https://haiquanonline.com.vn/ban-san-pham-nga-voi-4-doanh-nghiep-bi-phat-15-ty-dong-176292.html",1
The Times of India,https://timesofindia.indiatimes.com/city/chennai/3-elephant-pearls-seized-4-who-tried-to-sell-for-1cr-held/articleshow/101148914.cms?from=mdr,2023-06-21,"Four men were caught while trying to sell three 'gajamuthu' or elephant pearls for 1.5 crore at Kodambakkam on Monday night, state wildlife crime control bureau officials said. The arrested men, S Arun Kumar, 32, A Sivanesan, 45, S Sankarnathan, 42, and M Venkatesan, 31, all residents of teh city, told the officials that they got the 'elephant pearls' from a person in Sathyamangalam tiger reserve and struck a 'deal' to sell them for 1.5 crore before the bureau busted them. A gajamuthu, a forest official said, is believed to be formed at the rear end of a tusk and inside the pulp cavity of the elephant. While it is unclear if what was seized from the four men really came from an elephant, forest officials said the arrested were remanded in judicial custody. ""Through court procedures, we will ensure the spheres are sent for DNA testing to find out what they are made of,"" said R Kanchana, head of state wildlife crime control bureau. The three spheres weighed 150 g, 220 g and 350 g, with the exterior appearing like the skin of a wild boar, she said. It was hard to touch but it didn't have any smell to it, she said, adding that the men had cleaned it. Each was shaped like a dry coconut without a shell. ""We are not aware of what they are. We will do a DNA analysis in a laboratory soon,"" she said. https://timesofindia.indiatimes.com/city/chennai/3-elephant-pearls-seized-4-who-tried-to-sell-for-1cr-held/articleshow/101148914.cms?from=mdr",1
"Wildlife Crime Control Bureau - WCCB Newsletter Quarter: April - June, 2023 Issue: 10","http://wccb.gov.in/WriteReadData/UserFiles/file/EBook/WCCB%20Quarterly%20Newsletter%20Issue%2010%20(April-June,%202023%20Quarter).pdf",,"Wildlife Crime Control Bureau - WCCB Newsletter Quarter: April - June, 2023 Issue: 10 Three Elephant Pearls were seized in an Operation conducted by WCCB and TN Forest Department at Kodambakkam, Chennai on 19/06/2023. Intelligence was developed by WCCB. http://wccb.gov.in/WriteReadData/UserFiles/file/EBook/WCCB%20Quarterly%20Newsletter%20Issue%2010%20(April-June,%202023%20Quarter).pdf",1
The Times of India,https://timesofindia.indiatimes.com/city/rajkot/bhavnagar-man-held-with-ivory-ornaments-powder/articleshow/100737238.cms,2023-06-04,"The local crime branch (LCB) of Bhavnagar police on Saturday arrested a 40-year-old man in city's Radhapuri bazaar with ivory ornaments and ivory powder. The accused was identified as Rajendra Maniyar. According to police, they got a tip-off that Maniyar was hiding ivory products in his shop. Based on the information the LCB team raided Maniyar's shop and seized ivory ornaments weighing 6.8 kg along with one kilogram of ivory powder. Cops arrested Maniyar and booked him under various sections under the Wildlife Protection Act and handed him over to the forest department. Maniyar said that the ivory ornaments and powder were lying in his shop for many years now and he was not involved in the sale or purchase of the ivory. https://timesofindia.indiatimes.com/city/rajkot/bhavnagar-man-held-with-ivory-ornaments-powder/articleshow/100737238.cms",1
Weixin.qq,https://mp.weixin.qq.com/s/cPpC2b_XKNNktqpCMdFkJw,2023-07-13,"Recently, Guangzhou Customs seized 33 ivory products weighing 1,410 grams in the entry and travel inspection channel of Guangzhou Baiyun Airport. At present, further processing has been carried out. Previously, when supervising an inbound flight, the customs officer of Guangzhou Baiyun Airport, which belongs to Guangzhou Customs, locked an abnormal piece of baggage through the early machine inspection, and accurately intercepted the passengers carrying the baggage for customs clearance in the non-declaration channel. After on-site inspection, it was determined that there were a number of tooth-shaped and ring-shaped items with abnormal materials in the passenger's luggage, and 33 milky white ornaments tightly wrapped in tin foil were seized in the passenger's luggage after unpacking. These ornaments, including bracelets, pendants, etc., are hard in texture, warm in color, and have the characteristic ""litz pattern"" of ivory on the surface. After being sent to a professional institution for identification, it was confirmed that the above items are all ivory products of modern elephants of the mammalian proboscis family, which belong to the endangered species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/cPpC2b_XKNNktqpCMdFkJw",1
New Vision,https://www.newvision.co.ug/category/news/two-jailed-over-illegal-possession-of-ivory-NV_166506,2023-08-02,"The Standards, Utilities and Wildlife Court at the Buganda Road in Kampala has sentenced two men to five years in jail over illegal possession of ivory. Chief Magistrate Gladys Kamasanyu sentenced Robert Ecat and Charles Kanyenya to five years or a fine of shillings five million after they pleaded guilty to illegally possessing ivory weighing 10.65 kg. By press time the convicts had not paid the fine. While, delivering the sentence on July 31, 2023, Kamasanyu said she took into consideration the fact that the convicts are first-time offenders, the period they spent on remand and that they did not waste the court's time. Kamasanyu said there is need to send a clear message that wildlife trafficking is a serious offence in Uganda. The duo admitted that on July 12, 2023, they had in their possession ivory without permission from the Uganda Wildlife Authority (UWA). Prosecution, led by Hamis Latif, said Ecat and Kanyenya, at Namayiba Bus Terminal in Kampala, had in their possession three pieces of ivory. https://www.newvision.co.ug/category/news/two-jailed-over-illegal-possession-of-ivory-NV_166506",1
Weixin.qq,https://mp.weixin.qq.com/s/ZXqSXwJzMn5wPRmrPSJn4A,2023-08-11,"Recently, the Chongqing Post Office Customs, a subsidiary of Chongqing Customs, found that the machine inspection image of one mail was abnormal when supervising inbound parcels. After opening the box and inspecting it, it was found that there was a folding fan inside, and the skeleton part of it was highly suspected to be made of ivory. After the appraisal of a professional institution, it was confirmed that the skeleton part of the folding fan was an ivory product, totaling 72.2 grams. At present, the customs of Chongqing Post Office has detained the above items and will be further processed. https://mp.weixin.qq.com/s/ZXqSXwJzMn5wPRmrPSJn4A",1
Weixin.qq,https://mp.weixin.qq.com/s/qLzTN390wAGXKOKegMzDRA,2023-08-27,"Recently, when the customs officer of the post office under Chengdu Customs supervised the incoming postal items, he found that the image display of a package was abnormal through the intelligent drawing review machine. After unpacking and inspection, it was found that there were 4 calligraphy and painting scrolls in the package, the shaft heads at both ends of the painting shaft were yellow-white, with delicate grid patterns, suspected to be ivory products, and the gross weight was 1008.31 grams. Identified by the Chengdu Customs Technology Center, the shaft heads at both ends of the painting shaft are modern elephant ivory products. The goods have been disposed of in accordance with the regulations. https://mp.weixin.qq.com/s/qLzTN390wAGXKOKegMzDRA",1
Weixin.qq,https://mp.weixin.qq.com/s/qDnAzU1MPzgt_GDfwIsLuw,2023-09-23,"Recently, Guangzhou Customs has seized two batches of endangered animal products in the inbound delivery channel, including 3 pieces of painted shaft heads made of ivory with a net weight of 55.4 grams, and 1 comb made of tortoiseshell shell weighing 7 grams. The above species are listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/qDnAzU1MPzgt_GDfwIsLuw",1
Weixin.qq,https://mp.weixin.qq.com/s/y_qrwi_vOGvoYyy68godpw,2023-09-13,"On September 2, Guangzhou Customs seized 1 batch of endangered animal products illegally carried into the country by passengers through the passenger inspection channel of Guangzhou Baiyun Airport, including 2 ivory products weighing 2.1 kg and 5 clams products weighing 0.3 kg. At present, further processing has been carried out. On the same day, the customs officers of Guangzhou Baiyun Airport, a subsidiary of Guangzhou Customs, found that the X-ray machine of a male passenger's luggage was abnormal, and the images showed that there were beads and statues of special materials in the passenger's luggage. After further inspection by the on-site customs officers, one Guanyin Buddha statue in a gift box weighing 1.7 kilograms was seized in the passenger's suitcase. The Buddha statue is milky white all over, with exquisite shape, hard texture, warm color, and a ""litz pattern"" unique to ivory on the surface. Customs officers at the scene also seized 1 bead string and 5 white necklaces in the passenger's suitcase. After being sent to a professional institution for appraisal, it was confirmed that the above-mentioned Buddha statue and bead strings were ivory products of modern elephants, weighing 2.1 kilograms, and the five white necklaces were clams products, weighing 0.3 kilograms. Both the modern elephant and the clams are protected species listed in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/y_qrwi_vOGvoYyy68godpw",1
Weibo.com,https://weibo.com/5832321505/4942555155270972,2023-09-05,"Recently, when the customs of Shanghai Pudong International Airport carried out an early machine inspection of inbound checked baggage, it found that the machine inspection image of a passenger's checked baggage was abnormal, and there was a suspicion of carrying ivory products, fruits and aquatic products, and immediately issued an interception order. After collecting his baggage, the passenger broke the customs seal lock (i.e. ""lock"") without permission. When he chose to take the ""no declaration channel"" and tried to evade supervision, he was intercepted by the on-site customs officer. An unpacking inspection revealed that the passenger was carrying 5 kilograms of chilled lobster and 3.65 kilograms of tropical fruits, and concealed seven suspected ivory products in coffee cans. After identification, it was confirmed that it was an ivory product, with a total of 155 grams. At present, the case has been transferred to the customs follow-up disposal department for further processing. https://weibo.com/5832321505/4942555155270972",1
Weixin.qq,https://mp.weixin.qq.com/s/jljyWjtGIFWF91ptomwlCw,2023-10-19,"On October 11, after identification, the folding fans seized from the post office of Suzhou Customs under Nanjing Customs were ivory products, a total of 3 pieces, weighing 174.9 grams. Ivory and its products are protected in the appendices of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). At present, the customs has further disposed of the mail in accordance with relevant laws and regulations. https://mp.weixin.qq.com/s/jljyWjtGIFWF91ptomwlCw",1
Weibo.com,https://weibo.com/5832321505/4955739363740703,2023-10-11,"17 endangered animal products seized] Recently, when the Dalian Post Office Customs under Dalian Customs supervised a batch of inbound mail, it was found that five of the mails contained a number of jewelry and ornaments, and the appearance characteristics were suspected to be endangered animal products such as ivory, red coral, and hawksbill turtles. After being sent to a professional institution for identification, the two items in the mail were living ivory products, with a net weight of 51 grams; 7 items were red coral products, net weight 115 grams; 8 items were tortoiseshell products with a net weight of 30 grams. Ivory, red coral, and hawksbill turtle are all protected species listed in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://weibo.com/5832321505/4955739363740703",1
Weixin.qq,https://mp.weixin.qq.com/s/ENpngjeRiLKdvQXr9ceTqQ,2023-10-21,"On October 7, the customs officers of Wuxi Customs, a subsidiary of Nanjing Customs, found that the X-ray machine image of a passenger's luggage was abnormal when they conducted an advance machine inspection of the checked baggage of inbound passengers at the airport port. After opening the box for inspection, a pair of suspected ivory mahjong with a gross weight of 2.32 kg was seized in the suitcase, which was later identified as modern ivory products by professional institutions, and the customs will further dispose of it in accordance with the law. https://mp.weixin.qq.com/s/ENpngjeRiLKdvQXr9ceTqQ",1
Weibo.com,https://weibo.com/5832321505/4958869355234850,2023-10-20,"Recently, when the customs travel inspection site of Beijing Daxing International Airport supervised the inbound flight, it was found that there was an abnormality in the image of a passenger's luggage passing through the plane. After the on-site customs officers opened the box and inspected it, 7 ivory products and 6 ""specimen paintings"" made of butterfly wing specimens were found in the luggage carried by the passenger. At present, the on-site customs officer has disposed of the above-mentioned items in accordance with the law. https://weibo.com/5832321505/4958869355234850",1
Weibo.com,https://weibo.com/5832321505/4973700004709148?wm=3333_2001&from=10DC093010&sourcetype=weixin&s_trans=1709501434_4973700004709148&s_channel=4,2023-11-30,"Recently, the customs officers of Fuzhou Changle Airport found that the machine inspection image of a checked baggage was abnormal, and there were statues of special materials in the supervision of the luggage of inbound passengers. After opening the box and inspecting it, a statue of He Xiangu, one of the Taoist ""Eight Immortals"", wrapped in layers of foam paper, was seized. The statue is milky white in color, with curved horns and a ""litz pattern"" characteristic of ivory at the bottom, which is suspected to be an ivory product. The on-site customs officer immediately detained him and sent him to a professional institution for identification. https://weibo.com/5832321505/4973700004709148?wm=3333_2001&from=10DC093010&sourcetype=weixin&s_trans=1709501434_4973700004709148&s_channel=4",1
Weibo.com,https://weibo.com/5832321505/NxRJKEajz,2023-12-19,"Recently, when the customs officer of the Shanghai Post Office conducted a routine inspection of 1 inbound mail, he found that the X-ray machine image was abnormal. Customs officers immediately intercepted and opened the box for inspection, and found that the mail contained 3 paintings, the color of which was milky white and yellowish, the surface was smooth and smooth, and the texture was natural, which was suspected to be ivory products. According to the appraisal of the relevant departments, the painting shaft of the calligraphy and painting is a living ivory product, weighing a total of 771 grams including calligraphy and painting. https://weibo.com/5832321505/NxRJKEajz",1
Weibo.com,https://weibo.com/5832321505/Nw9VaD5Vp,2023-12-08,"Recently, the Chengdu Post Office Customs, which belongs to Chengdu Customs, seized a three-legged standing incense burner when inspecting inbound mail, which is beige as a whole, 23 cm wide and 35 cm high, with the unique ""litz pattern"" of ivory, which is suspected to be an ivory product. Identified by professional institutions, it was confirmed that the incense burner was an ivory product of a modern elephant of the mammalian proboscis family, weighing 1049.58 grams, and belonging to the protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). The Customs has further disposed of it in accordance with the law. https://weibo.com/5832321505/Nw9VaD5Vp",1
Weixin.qq,https://mp.weixin.qq.com/s/SaHwT2yIlvhuKM4buzedFA,2023-11-30,"Recently, when Wuhan Post Office Customs inspected inbound parcels, it seized 1 parasol suspected of being made of ivory umbrella handles. After identification, it was confirmed that the handle of the parasol was an ivory product, weighing about 200 grams, and belonged to the species listed in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/SaHwT2yIlvhuKM4buzedFA",1
Weibo.com,https://weibo.com/5832321505/4966150469060379?wm=3333_2001&from=10DC093010&sourcetype=weixin&s_trans=1709501434_4966150469060379&s_channel=4,2023-11-09,"Recently, the customs of Hohhot Baita Airport seized 2 pairs of ivory shaft heads weighing 120 grams from inbound mail. After being sent to the Wildlife Testing Center of the National Forestry and Grassland Administration for identification, it was confirmed that the above-mentioned items were ivory products of living elephants. Ivory and its products are protected in the appendices of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). At present, the customs has handled it in accordance with relevant laws and regulations. https://weibo.com/5832321505/4966150469060379?wm=3333_2001&from=10DC093010&sourcetype=weixin&s_trans=1709501434_4966150469060379&s_channel=4",1
Weibo.com,https://weibo.com/5832321505/4984316375339376,2023-12-29,"Recently, when the customs officer of the Guangzhou Post Office under the Guangzhou Customs was supervising a batch of inbound mail, he found that the machine inspection image of one piece of mail was abnormal, and the image showed that the imaging characteristics of the items in the mail were more consistent with the ivory products. Upon further inspection, the on-site customs officers found that there was a Buddha carving about 10 cm wide and 12 cm high in the mail. The whole body of the carving is milky white, the shape is exquisite, the texture is hard, the color is warm, and the surface has the unique ""litz pattern"" of ivory. After being sent to a professional institution for identification, the carving is an ivory product of a modern elephant weighing 1060 grams. The modern elephant is a protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://weibo.com/5832321505/4984316375339376",1
Weibo.com,https://weibo.com/5832321505/Ny1KMt8LK,2023-12-20,"A few days ago, when Yangshan Customs inspected a batch of imported goods declared as ""grand piano (old)"", it was found that the key veneer had obvious bone texture and yellowing, and the scene was preliminarily judged to be suspected to be an ivory key veneer. A few days later, Yangshan Customs again seized suspected ivory keys on another batch of imported old pianos. After being identified by a professional institution, it was confirmed that it was a living ivory product, totaling 507 grams. Ivory and its products are protected in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora. https://weibo.com/5832321505/Ny1KMt8LK",1
Weixin.qq,https://mp.weixin.qq.com/s/BnLeXpohmZj4jueQyEs4Dg,2023-11-02,"Recently, Guangzhou Customs seized a batch of ivory products illegally carried into the country by passengers in the airport and port passenger inspection channel of Guangzhou Baiyun Airport, a total of 30 pieces and weighing 730 grams. At present, further processing has been carried out. When the customs officer of Guangzhou Baiyun Airport under Guangzhou Customs supervises an inbound flight according to the risk control instructions, he locks an abnormal piece of baggage through the early machine inspection, and accurately intercepts the passengers carrying the baggage for customs clearance in the non-declaration channel. After further inspection at the scene, customs officers found 2 milk powder cans at the bottom of the suitcase, which contained milky white bracelets, bracelets, pendants and other items. These objects are hard and glossy in color, with the characteristic ""litz pattern"" of ivory. After being sent to a professional institution for appraisal, it was confirmed that the above-mentioned items were ivory products of modern elephants, with a total of 30 pieces and a weight of 730 grams. The modern elephant is a protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/BnLeXpohmZj4jueQyEs4Dg",1
Weixin.qq,https://mp.weixin.qq.com/s/LivJCHf3pVRdk8aDhqTqpQ,2023-10-30,"Recently, Guangzhou Customs seized 2 passengers illegally carrying ivory products into the country through the passenger inspection channel of Guangzhou Baiyun Airport, with a total of 57 pieces and a weight of 1,015 grams. At present, further processing has been carried out. When the customs officer of Guangzhou Baiyun Airport, a subsidiary of Guangzhou Customs, supervised an inbound flight, he found that the machine inspection image of a passenger's luggage was abnormal. The image shows beads and statue-like objects of unusual material in the suitcase, which are suspected to be endangered animal products. Customs officers immediately intercepted and opened the box for inspection, and seized a total of 36 pieces of milky white beads, bracelets, statues and other items wrapped in tin foil in the suitcase. Subsequently, customs officers seized milky white beads and black bracelets wrapped in tin foil and candy paper in the luggage of another passenger on the flight, a total of 21 pieces, of which the black bracelets had artificial blackening marks, and the ""litz pattern"" unique to ivory was visible on the surface. After being sent to a professional institution for identification, it was confirmed that the above items were all ivory products of modern elephants, with a total of 57 pieces and a weight of 1,015 grams. The modern elephant is a protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/LivJCHf3pVRdk8aDhqTqpQ",1
Weixin.qq,https://mp.weixin.qq.com/s/LCNvpxmUF_PgglglO89OFQ,2023-10-07,"Recently, when the customs officer of Nanning Post Office carried out a non-intrusive inspection of two pieces of inbound mail, he found that the machine inspection image was abnormal, and after a thorough inspection, two bone products, a carved portrait handicraft and a necklace were found. The bone products and carved human figure artifacts were identified as living elephant ivory products, and the necklace was tortoiseshell products, both of which belonged to the protected species listed in Appendix I of CITES. At present, the two pieces of mail have been handed over to the follow-up department for disposal as required. https://mp.weixin.qq.com/s/LCNvpxmUF_PgglglO89OFQ",1
Weixin.qq,https://mp.weixin.qq.com/s/q-JwasVVihgGViU6uODE9g,2023-10-06,"Recently, Guangzhou Customs seized 1 passenger illegally carrying endangered animal products through the entry passenger inspection channel of Guangzhou Baiyun Airport, and seized 65 ivory products weighing 878 grams, 11 large pangolin scales weighing 140 grams, and 7 bottles of tree pangolin tissue scraps weighing 3,131 grams. At present, further processing has been carried out. When the customs officer of Guangzhou Baiyun Airport under Guangzhou Customs was supervising the inbound flight, he found that the X-ray machine of a male passenger's luggage was abnormal, which showed that the passenger's luggage contained scales and beads, which were suspected to be endangered animal products. Upon opening and inspection, it was found that the suitcase contained 65 milky white beads, 11 animal scales and 7 plastic bottles containing a gray-brown substance. Among them, the beads are hard in texture, smooth in color, and have the unique ""litz pattern"" of ivory, which is suspected to be an ivory product. The scales of the animal are fan-shaped sheets, with a distinctly protruding bow-shaped transverse ridge in the middle, which is suspected to be pangolin scales. After being sent to a professional institution for identification, the 65 milky white beads in the above items are all modern elephant ivory products of the mammalian proboscis family, weighing 878 grams; The 11 animal scales are the scales of the large pangolin of the family Pangolin of the order Mammalian Lepidaceae, weighing 140 grams; The gray-brown material contained in the seven plastic bottles was tissue scrap of the pangolin of the mammalian family Pangolin family, weighing 3,131 grams. The modern elephant, the great pangolin and the tree pangolin are all protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/q-JwasVVihgGViU6uODE9g",1
Weixin.qq,https://mp.weixin.qq.com/s/6tsbJ-8a9jhOHHdI21I1Qw,2023-07-31,"Recently, the Shenyang Post Office Customs, a subsidiary of Shenyang Customs, found that there was an abnormality in the machine inspection image of a parcel in the supervision of international inbound mail. After opening the box and inspecting it, it was found that there were 35 pieces of milky white jewelry tightly wrapped in tin foil, including bracelets and hanging ornaments. Identified by professional institutions, the batch of items is ivory products, totaling 4,875 grams. Further disposal has been carried out in accordance with the regulations. https://mp.weixin.qq.com/s/6tsbJ-8a9jhOHHdI21I1Qw",1
Weixin.qq,https://mp.weixin.qq.com/s/hiNdxKranlnHkOdH8kymLQ,2023-07-07,"Recently, Guangzhou Customs seized 59 pieces of endangered animal products such as red coral, ivory and hawksbill turtle weighing 219.1 grams in the inbound delivery channel. At present, further processing has been carried out. When the customs officer of the Guangzhou Post Office under the Guangzhou Customs inspected one piece of inbound mail, he found that the mail was full of 92 pieces of jewelry, including beaded necklaces, pendants, earrings and rings. These ornaments are finely carved, some are pink and have a waxy luster on the surface, which is suspected to be coral products; Some are milky white, with clear bone lines on the surface, with the characteristic ""litz lines"" of ivory. After being sent to professional institutions for identification, 59 pieces of the above-mentioned jewelry are endangered species products, including 53 pieces of products of the Coral class Soft Coral, with a net weight of 200.1 grams, 5 pieces of ivory products of the mammalian Proboscis family of modern elephants, weighing 17 grams, and 1 piece of dorsal carapace products of the reptilian turtle family, weighing 2 grams. Elephants, hawksbill turtles and red coral are all protected species listed in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). https://mp.weixin.qq.com/s/hiNdxKranlnHkOdH8kymLQ",1
Weixin.qq,https://mp.weixin.qq.com/s/3lCX7Ki12oJIgypMIIYMpA,2023-06-20,"Recently, the customs officer of Dalian Zhoushuizi Airport under Dalian Customs found that a passenger's luggage machine inspection image was abnormal when supervising the luggage of passengers on inbound flights, and after unpacking and inspection, it was found that the passenger was carrying 2 pieces of suspected ivory products, weighing 390 grams. Identified as an ivory product by a professional institution. At present, the above-mentioned items have been handed over to the relevant departments for further processing. According to the Convention on International Trade in Endangered Species of Wild Fauna and Flora and the Law of the People's Republic of China on the Protection of Wild Animals, except for holding relevant import and export permits, any trade method or carrying or mailing endangered species such as ivory into or out of the country is illegal and will be investigated for legal responsibility. https://mp.weixin.qq.com/s/3lCX7Ki12oJIgypMIIYMpA",1
Weixin.qq,https://mp.weixin.qq.com/s/oQ-0v-sNwr0SEa9Gy-LLcw,2023-09-26,"Recently, Guangzhou Customs seized 1 batch of endangered animal products in the inbound delivery channel, a total of 101 pieces, of which 100 pieces are red coral products with a total net weight of 519.8 grams, and 1 piece is endangered ivory products with a net weight of 4 grams. At present, further processing has been carried out. When supervising a batch of inbound mail, the on-site customs officer of the Guangzhou Post Office under Guangzhou Customs found that the machine inspection image of one of the inbound mail items was abnormal - the X-ray machine image showed that the contents were a large number of jewelry-shaped items, and from the imaging characteristics, it was very likely to be endangered animal products. After unpacking and inspection, the on-site customs officers found that there were a large number of necklaces, rings, earrings, bracelets and other jewelry in the mail, the colors were mainly orange, pink and white, pink, red, etc., with a tight texture, high hardness, parallel growth lines, suspected red coral products, a total of 100 pieces. In addition, there is a piece composed of three beads, which is made of hard material and has a yellowish-white appearance and has a texture unique to ivory. After being sent to a professional institution for identification, it was confirmed that 100 of the above-mentioned jewelry products were red coral products of the Coral class Soft Coral, with a total net weight of 519.8 grams, and the remaining 1 round bead-shaped product was a modern ivory product of the mammalian proboscis family, with a net weight of 4 grams. Both modern elephants and red corals are listed in the appendices of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) for protection. https://mp.weixin.qq.com/s/oQ-0v-sNwr0SEa9Gy-LLcw",1
Weixin.qq,https://mp.weixin.qq.com/s/Dwm_S7-wvGvlR7Fr7uCwHQ,2023-08-21,"On August 17, after the appraisal of professional institutions, the 8 handicrafts recently seized by the gate customs under Gongbei Customs were 6 African forest ivory products, 1 African grassland elephant ivory product and 1 tortoiseshell crustacean product. On July 20, a mainland passenger Fu entered the country through the ""undeclared channel"" of the customs in the passenger inspection hall of Gongbei Port, in an attempt to evade the X-ray machine baggage inspection, and was intercepted by the customs officers on the spot. After key inspections, customs officers seized 3 packages of suspected ivory and tortoiseshell craft products packed in plastic bags from the black satchel he carried, totaling 8 pieces. On August 17, after the appraisal of Gongbei Customs Technology Center, it was confirmed that the above-mentioned craft products were 6 African forest ivory products, 1 African grassland elephant ivory product, and 1 tortoiseshell crustacean product. African forest elephants, African savannah elephants, and hawksbill turtles are all endangered species listed in Appendix I (2023 edition) of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), among which hawksbill turtles are also listed in the List of National Key Protected Wild Animals (2021 Edition). The ivory and tortoiseshell products will be handed over to the forestry department for disposal in accordance with the law. https://mp.weixin.qq.com/s/Dwm_S7-wvGvlR7Fr7uCwHQ",1
Weibo.com,https://weibo.com/5832321505/4932893832386209,2023-08-09,"274.6 grams of ivory products seized. On August 2, when the customs officer of Tianjin Post Office inspected the inbound mail declared as a ""teapot"", he found that there were 1 knife and 1 fork in the mail, and the handle part of the handle was milky white and had obvious cross lines, which was in line with the characteristics of ivory products. It was sent to the Animal and Plant and Food Testing Center of Tianjin Customs for identification and confirmed to be ivory products with a gross weight of 274.6 grams. At present, the message has been handed over for subsequent disposal. https://weibo.com/5832321505/4932893832386209",1
Weixin.qq,https://mp.weixin.qq.com/s/-58k55Z2HNvkm6dPudcr1g,2023-07-06,"On July 4, after the appraisal of professional institutions, the chess pieces seized by Xinshengwei Customs under Nanjing Customs in the baggage of the entry branch were African elephant ivory products, a total of 32 pieces and weighing 898.34 grams. Ivory and its products are protected in the appendix of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). At present, the customs has implemented further disposal in accordance with the law. https://mp.weixin.qq.com/s/-58k55Z2HNvkm6dPudcr1g",1
Weibo.com,https://weibo.com/5832321505/N43WlBAmg,2023-06-06,"Qianjiang Customs seized 2 ivory products in the mail channel] Recently, the customs officers of Qianjiang Customs, which belongs to Hangzhou Customs, found that the machine inspection image of a mail was abnormal, and some areas showed the unique imaging characteristics of ivory products. After opening and inspecting, it was found that the shaft heads of one of the paintings and calligraphy at both ends of the mail were milky white and had criss-cross patterns, which belonged to the ""litz pattern"" unique to ivory products. After identification, it was determined that the two axes were modern ivory products of the mammalian proboscis family, which belonged to the protected species listed in Appendix I of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), and weighed a total of 326 grams including calligraphy and paintings. https://weibo.com/5832321505/N43WlBAmg",1
Weixin.qq,https://mp.weixin.qq.com/s/tqaN7rrXpD_7Pco8i3gGbg,2023-04-14,"Recently, the Shenyang Post Office Customs, which is affiliated to Shenyang Customs, seized 362 pieces of endangered wildlife products in inbound mail. After identification, it was 4 pieces of clams products, weighing 130 grams; 94 tortoiseshell products, weighing 945 grams; There were 225 pieces of red coral products, weighing 593.2 grams, and 39 pieces of ivory products, weighing 118 grams. It has been further processed in accordance with the regulations. https://mp.weixin.qq.com/s/tqaN7rrXpD_7Pco8i3gGbg",1
